1647798057,1,16386,0,16385,16385,22,22,1897,73,62027,6342,60,0,1,2,97,1
1647798057,2,1174,794,1050565,1050565,2098056,2098056,1900,63,62031,6342,60,0,1,1,97,1
1647798057,3,1174,794,1050564,1050564,2098055,2098055,1907,65,62013,6342,60,0,1,1,97,1
1647798057,4,1176,795,0,0,2098056,2098056,1913,75,62007,6342,60,0,1,1,97,1
1647798057,5,1175,796,1050562,1050562,439,439,1900,60,62023,6342,60,0,1,1,97,1
1647798057,6,1175,795,1050562,1050562,2098057,2098057,1904,67,62024,6342,60,0,1,1,97,1
1647798057,7,1174,794,1050562,1050562,2098054,2098054,1898,71,62011,6342,60,0,1,1,97,1
1647798057,8,15728660,18284643,1050563,1050563,2098056,2098056,1909,61,62022,6342,60,0,1,2,97,1
1647798057,9,1174,795,1050563,1050563,2098056,2098056,1889,68,62023,6342,60,0,1,2,97,1
1647798057,10,1176,796,1050561,1050561,2098056,2098056,1907,59,62020,6342,60,0,1,2,97,1
1647798059,11,1174,794,0,0,2098056,2098056,1891,66,62008,6342,60,0,1,2,97,1
1647798059,12,1174,793,1050564,1050564,2098056,2098056,1913,71,62027,6342,60,0,1,2,97,1
1647798059,13,1174,795,1050563,1050563,2098054,2098054,1896,70,62025,6342,60,0,1,1,97,1
1647798059,14,1176,796,1050563,1050563,439,439,1911,57,62025,6342,60,0,1,1,97,1
1647798059,15,15728660,18284643,1050561,1050561,2098057,2098057,1904,65,62017,6342,60,0,1,2,97,1
1647798059,16,1174,794,1050563,1050563,2098056,2098056,1909,72,62028,6342,60,0,1,2,97,1
1647798059,17,1174,794,1050563,1050563,2098055,2098055,1911,56,62022,6342,60,0,1,2,97,1
1647798059,18,1175,795,1050562,1050562,439,439,1904,73,62015,6342,60,0,1,2,97,1
1647798059,19,1176,796,1050562,1050562,2098056,2098056,1897,54,62021,6342,60,0,1,2,97,1
1647798059,20,1173,794,1050562,1050562,2098057,2098057,1899,73,62023,6342,60,0,1,1,97,1
1647798059,21,1174,793,1050563,1050563,439,439,1897,68,62028,6342,60,0,1,1,97,1
